provinces&cities,district,hospital name,phone number
서울,강남구,강남구보건소	,02-3423-5555
경남,김해시,김해시 보건소	,055-330-4483
경남,남해군 ,의료법인이도의료 재단 남해병원	,055-863-2201
경남,남해군 ,남해군 보건소	,055-860-8730
경남,밀양시 ,남해군 보건소	,055-354-2200
경남,밀양시 ,밀양시 보건소	,055-359-7015
경남,사천시,삼천포서울병원	,055-835-9018
경남,사천시,사천시 보건소	,055-831-3620
경남,사천시,의료법인승연의료재단 제일병원	,055-833-4400
경남,산청군,산청군보건의료원	,055-970-7500
경남,양산시 ,양산부산대학교병원	,055-360-1476
경남,양산시 ,양산부산대학교병원	,055-384-9911
경남,양산시 ,양산부산대학교병원	,055-912-1032
경남,양산시 ,양산시 보건소	,055-392-5220
경남,의령군 ,양산시 보건소	,055-573-4100
경남,의령군 ,의령군 보건소	,055-570-4045
경남,진주시,진주제일병원	,055-756-2900
경남,진주시,진주고려병원	,055-751-2525
경남,진주시,진주반도병원	,055-749-0679
경남,진주시,진주복음병원	,055-749-7119
경남,진주시,진주세란병원	,055-760-7575
경남,진주시,진주한일병원	,055-750-1333
경남,진주시,진주시 보건소	,055-749-5714
경남,창녕군,진주시 보건소	,055-530-5000
경남,창녕군,창녕군 보건소	,055-530-6217
경남,창원시 의창구,창원시 창원보건소	,055-225-5744
경남,창원시 마산합포구,SMG연세병원	,055-240-7777
경남,창원시 진해구,창원시 마산보건소	,055-225-5944
경남,창원시 진해구,창원시 진해보건소	,055-225-6123
경남,창원시 진해구,연세에스병원	,055-548-7700
경남,창원시 진해구,세광병원	,055-540-3700
경남,창원시 마산합포구,삼성창원병원	,055-233-6121
경남,창원시 성산구,마산의료원	,055-249-1116
경남,창원시 성산구,창원경상대학교병원	,"(주간) 055-214-1000, (야간) 055-214-2119"
경남,창원시 성산구,한마음창원병원	,055-267-2000
경남,창원시 성산구,한마음창원병원	,055-280-7777
경남,창원시,창원파티마병원	,055-270-1020
경남,통영시 ,통영적십자병원	,055-644-8901
경남,통영시 ,통영시 보건소	,055-650-6050
경남,하동군 ,새하동병원	,055-880-4200
경남,하동군 ,하동군 보건소	,055-882-4000
경남,함안군,영동병원	,055-586-2000
경남,함안군,함안군 보건소	,055-580-3113
경남,함양군 ,함양성심병원	,055-963-4322
경남,함양군 ,함양군 보건소	,055-960-5334
경남,합천군 ,삼성합천병원	,055-933-3322
경남,합천군 ,합천군 보건소	,055-930-3683
제주,서귀포,서귀포의료원	,064-730-3000
제주,서귀포,서귀포열린병원	,064-762-8001
제주,제주시,제주한라병원	,064-740-5975
제주,제주시,한마음병원	,064-750-9119
제주,제주시,한국병원	,064-750-0119
제주,제주시,중앙병원	,064-786-7000
